,mic_0,mic_1,mic_2,mic_3,mic_4,mic_5,mic_6,output_angle
18947,-1,-3,-2,0,-2,-1,-2,30
18948,-1,-2,-1,0,-2,-1,-1,30
18949,-2,-1,-2,0,-1,-1,-2,30
18950,-2,-1,-1,0,0,-1,-1,30
18951,-1,-1,-2,0,-1,-1,-1,30
18952,-2,-2,-1,0,-2,-1,-1,30
18953,0,-1,0,0,-2,-2,-1,30
18954,-1,-1,-2,0,-2,-1,-1,30
18955,0,0,0,-1,0,-1,0,30
18956,-1,0,-2,-1,-1,0,-1,30
18957,-1,-1,-1,0,-1,-1,-1,30
18958,-1,-1,0,1,-1,-1,-2,30
18959,-1,0,-2,1,-1,-1,-1,30
18960,0,-1,-1,0,0,-1,0,30
18961,-1,0,-1,0,0,-1,-1,30
18962,-2,0,-1,-1,-1,-1,-1,30
18963,0,0,-1,0,-1,0,0,30
18964,-1,-1,-1,0,0,-1,-2,30
18965,-1,-1,-2,0,0,-1,-2,30
18966,-1,-2,0,0,1,-1,-1,30
18967,-1,0,-1,1,0,-1,-1,30
18968,0,0,-1,0,0,1,-1,30
18969,0,0,0,0,-1,-1,0,30
18970,0,0,-2,0,-1,-1,-1,30
18971,-1,-1,-1,0,0,-1,-1,30
18972,-1,0,0,1,-1,-1,-1,30
18973,0,-1,0,1,-1,-1,-1,30
18974,-1,0,0,-1,0,0,-1,30
18975,1,0,-1,1,0,-1,0,30
18976,0,-1,-1,1,1,1,0,30
18977,1,-1,-1,1,1,0,0,30
18978,1,0,-2,0,0,0,0,30
18979,-1,1,-1,0,0,0,1,30
18980,0,0,-1,1,0,0,0,30
18981,0,0,-1,1,1,0,-1,30
18982,0,0,1,1,0,0,1,30
18983,0,0,0,1,0,1,1,30
18984,1,1,0,1,1,1,1,30
18985,2,0,1,2,0,1,0,30
18986,1,1,0,1,1,1,0,30
18987,2,1,1,2,2,1,1,30
18988,1,0,1,1,1,1,1,30
18989,1,1,1,1,1,0,1,30
18990,1,1,0,2,1,1,1,30
18991,1,1,1,2,0,0,0,30
18992,1,0,2,1,1,0,0,30
18993,2,1,0,1,1,1,0,30
18994,2,0,0,2,1,2,1,30
18995,3,0,0,1,2,1,0,30
18996,1,1,1,1,1,2,0,30
18997,1,0,0,1,1,0,0,30
18998,2,0,1,1,1,1,0,30
18999,1,0,0,1,0,1,0,30
19000,1,0,1,0,0,0,0,30
19001,1,1,1,1,0,1,0,30
19002,0,0,0,1,0,1,1,30
19003,1,1,1,1,2,2,0,30
19004,1,1,0,1,1,1,0,30
19005,1,0,1,1,2,1,1,30
19006,1,1,2,1,2,1,1,30
19007,2,1,1,2,2,2,1,30
19008,3,1,2,2,2,2,2,30
19009,2,1,1,3,1,3,2,30
19010,2,1,2,2,2,3,2,30
19011,2,2,2,1,2,1,2,30
19012,2,2,2,2,1,2,1,30
19013,2,2,1,1,3,2,2,30
19014,2,3,3,1,2,3,2,30
19015,3,2,2,2,2,2,1,30
19016,3,2,2,2,2,2,2,30
19017,2,2,2,4,3,2,1,30
19018,2,1,1,2,2,3,1,30
19019,2,1,1,2,2,2,1,30
19020,2,1,2,2,2,2,1,30
19021,2,0,2,2,2,2,1,30
19022,2,1,2,2,2,3,2,30
19023,3,1,2,2,1,2,1,30
19024,3,1,1,2,2,3,2,30
19025,2,1,1,2,2,2,1,30
19026,2,1,1,1,2,2,1,30
19027,3,0,2,1,1,2,1,30
19028,2,2,1,1,2,3,1,30
19029,1,1,1,0,2,2,2,30
19030,1,1,2,0,1,2,2,30
19031,0,1,0,1,1,2,1,30
19032,1,0,1,1,2,1,0,30
19033,1,0,0,-1,0,2,1,30
19034,0,0,-1,1,0,1,0,30
19035,1,-1,1,0,1,1,1,30
19036,1,0,0,0,1,1,0,30
19037,0,0,0,1,1,1,1,30
19038,1,0,1,1,2,1,1,30
19039,1,0,2,1,1,2,0,30
19040,2,1,1,0,2,1,1,30
19041,1,1,1,0,1,2,0,30
19042,1,1,1,1,1,3,0,30
19043,1,1,1,1,1,1,2,30
19044,1,2,1,1,1,2,2,30
19045,1,1,0,0,1,2,1,30
19046,2,1,0,1,2,1,1,30
19047,1,1,2,0,1,2,1,30
19048,1,2,1,0,2,2,2,30
19049,0,0,1,1,2,2,2,30
19050,2,1,2,1,2,3,0,30
19051,1,2,2,1,2,3,1,30
19052,1,2,2,2,2,2,1,30
19053,1,1,1,1,1,2,1,30
19054,2,2,2,1,2,2,2,30
19055,1,1,2,1,2,2,1,30
19056,0,1,1,1,2,2,1,30
19057,1,2,1,1,2,2,1,30
19058,1,2,2,1,1,2,1,30
19059,1,1,1,1,2,2,2,30
19060,1,1,1,1,2,2,1,30
19061,1,2,1,1,2,2,1,30
19062,1,1,1,1,1,1,2,30
19063,1,1,2,0,1,2,1,30
19064,0,3,1,1,1,2,1,30
19065,1,1,1,1,2,2,1,30
19066,1,3,1,1,1,2,0,30
19067,0,1,0,1,2,1,2,30
19068,0,2,0,-1,2,2,1,30
19069,0,2,1,1,1,1,1,30
19070,1,1,1,1,2,2,1,30
19071,0,1,0,1,1,2,1,30
19072,1,3,0,1,1,2,0,30
19073,1,0,1,0,2,1,1,30
19074,1,1,1,1,2,1,0,30
19075,0,1,0,1,1,2,1,30
19076,1,1,2,1,2,1,1,30
19077,1,1,0,2,1,1,0,30
19078,1,1,1,1,1,2,1,30
19079,0,1,1,1,0,1,1,30
19080,0,2,1,0,1,1,1,30
19081,0,1,1,1,2,1,1,30
19082,1,1,0,1,0,1,0,30
19083,0,1,-1,-1,-1,0,0,30
19084,0,0,0,-2,0,1,0,30
19085,-1,0,0,-1,-1,1,0,30
19086,0,0,-1,-1,1,0,0,30
19087,0,-1,0,1,0,0,0,30
19088,0,0,-2,1,0,-1,-1,30
19089,0,0,-1,0,0,0,0,30
19090,-2,0,-1,0,0,0,-1,30
19091,-1,0,-1,0,0,0,1,30
19092,-2,-1,-1,0,1,0,0,30
19093,-1,1,-1,0,-1,0,-2,30
19094,0,0,-1,0,0,0,0,30
19095,-1,0,-1,0,0,0,0,30
19096,-1,1,0,1,0,0,0,30
19097,0,0,0,0,0,0,0,30
19098,0,0,0,1,1,0,1,30
19099,0,0,1,0,0,1,1,30
19100,0,0,0,0,1,0,0,30
19101,0,1,0,1,0,0,0,30
19102,0,0,1,0,1,1,0,30
19103,-1,0,1,1,1,0,1,30
19104,0,1,1,1,1,1,0,30
19105,0,0,0,1,1,0,1,30
19106,1,1,0,1,1,1,0,30
19107,0,0,1,0,1,2,1,30
19108,1,0,0,0,0,1,1,30
19109,1,0,1,1,0,1,1,30
19110,1,1,2,1,1,1,1,30
19111,0,1,1,1,1,1,1,30
19112,0,1,1,1,1,2,1,30
19113,1,1,1,1,2,2,1,30
19114,2,1,2,2,1,1,2,30
19115,2,1,2,1,3,1,2,30
19116,2,1,1,1,2,2,2,30
19117,2,2,1,1,0,2,2,30
19118,1,1,2,1,1,1,1,30
19119,1,2,0,1,0,2,2,30
19120,1,0,1,1,0,2,1,30
19121,1,0,1,1,1,2,1,30
19122,1,1,1,1,1,1,1,30
19123,1,1,1,1,1,1,1,30
19124,1,1,1,2,0,0,1,30
19125,1,1,1,1,1,1,1,30
19126,1,1,2,1,1,1,1,30
19127,1,0,1,1,0,2,1,30
19128,1,0,1,1,1,1,1,30
19129,1,0,2,1,1,1,2,30
19130,2,1,1,1,0,2,2,30
19131,2,0,1,1,2,1,2,30
19132,1,0,1,1,-1,1,2,30
19133,0,-1,1,1,-1,1,1,30
19134,0,-1,0,0,-1,1,0,30
19135,0,0,-1,0,-1,1,1,30
19136,0,-1,1,0,0,1,1,30
19137,0,0,0,0,0,1,0,30
19138,0,0,0,0,-1,-1,-1,30
19139,0,-1,0,0,-1,1,1,30
19140,0,-1,0,0,-1,1,0,30
19141,0,-1,0,-1,-1,0,0,30
19142,-1,-1,-1,0,0,0,0,30
19143,-1,-1,-1,-1,-1,0,-1,30
19144,-1,-2,0,-1,-1,0,1,30
19145,-1,-1,0,0,-1,-1,0,30
19146,-1,-1,0,-1,-1,0,0,30
19147,-1,-1,0,0,0,1,0,30
19148,-1,1,-1,0,-1,-1,-1,30
19149,0,-1,-1,0,-1,0,1,30
19150,0,-1,1,-1,0,0,0,30
19151,0,-1,-1,0,-1,1,0,30
19152,0,-1,-1,-2,0,0,1,30
19153,-1,-1,-1,-1,-1,0,-1,30
19154,0,0,-1,-1,0,0,0,30
19155,-1,-1,0,-1,-1,0,-1,30
19156,-1,0,-1,-1,-2,-1,0,30
19157,-1,-1,-1,-1,0,0,0,30
19158,-1,-1,-1,-1,-1,0,-2,30
19159,-1,-1,-2,0,-3,0,-2,30
19160,-1,-2,-2,-2,-1,0,-1,30
19161,-3,-2,-2,-1,-2,0,-2,30
19162,-1,-2,-2,-2,-2,-1,-1,30
19163,-2,-2,-2,-2,-1,-1,-2,30
19164,-2,-2,-3,-2,-3,-1,-3,30
19165,-2,-2,-1,-1,-1,0,-1,30
19166,-3,-2,-1,-2,-3,-1,-1,30
19167,-2,-3,-2,-1,-2,-1,-1,30
19168,-2,-3,-1,-2,-2,-1,-1,30
19169,-2,-3,-2,-2,-2,0,-2,30
19170,-2,-2,-1,-2,-3,-2,-2,30
19171,-2,-3,-1,-2,-2,-2,-2,30
19172,-2,-2,-2,-1,-2,-1,-3,30
19173,-3,-4,-1,-3,-2,-1,-2,30
19174,-2,-2,-2,-2,-1,0,-3,30
19175,-2,-2,-2,-2,-2,-2,-2,30
19176,-2,-2,-1,-3,0,-2,-2,30
19177,-2,-2,-2,-1,-2,-1,-2,30
19178,-1,-2,-1,-3,-1,0,-1,30
19179,-1,-1,-1,-2,-1,-1,-1,30
19180,-1,-1,-1,-1,-2,0,-2,30
19181,-2,-3,-1,-2,0,0,-1,30
19182,-2,-1,-1,-1,-1,1,-1,30
19183,-1,-2,0,-2,-1,0,-1,30
19184,-1,-2,-1,-1,0,0,-1,30
19185,0,-1,0,-1,0,0,-1,30
19186,0,-1,0,0,-1,0,0,30
19187,0,0,1,0,0,0,0,30
19188,0,1,0,-1,0,0,-1,30
19189,1,-1,0,0,0,1,0,30
19190,1,1,1,0,0,0,1,30
19191,1,0,1,1,1,1,0,30
19192,1,1,1,0,1,1,1,30
19193,0,-1,-1,-1,-1,1,1,30
19194,0,-1,0,1,0,2,1,30
19195,0,0,0,0,0,1,0,30
19196,0,0,0,1,1,2,1,30
19197,-1,-1,1,0,0,1,0,30
19198,0,0,0,1,0,2,0,30
19199,0,-1,0,-1,1,1,0,30
19200,1,-1,0,0,0,1,1,30
19201,0,1,-1,0,-1,0,0,30
19202,0,-1,0,0,1,1,0,30
19203,-1,1,0,1,1,1,0,30
19204,0,0,1,0,0,1,0,30
19205,0,0,0,1,0,-1,1,30
19206,-1,0,0,0,-1,1,1,30
19207,0,0,0,0,0,1,1,30
19208,1,0,0,0,0,1,1,30
19209,-1,0,0,0,-1,1,0,30
19210,-1,-1,1,0,0,1,1,30
19211,2,-2,0,0,-1,1,0,30
19212,0,0,0,1,0,1,1,30
19213,0,-1,1,0,0,0,-1,30
19214,-1,-2,-1,0,0,0,-1,30
19215,-1,-1,-1,0,-1,-1,0,30
19216,-1,-1,0,0,0,0,-1,30
19217,-1,-1,-1,-1,-1,0,0,30
19218,-1,-1,-1,-1,0,0,-1,30
19219,-1,-2,0,-1,-1,-1,0,30
19220,-1,-1,-1,-1,-2,0,0,30
19221,-2,-1,0,-1,0,0,0,30
19222,-1,-1,0,0,-1,-1,-2,30
19223,-2,-2,0,-1,0,0,0,30
19224,1,-1,0,-1,0,-1,-1,30
19225,-1,0,-1,-1,0,0,-1,30
19226,-1,-1,-1,-1,-1,-1,-1,30
19227,-1,-1,0,-1,-1,0,-2,30
19228,-2,-2,-2,-2,-1,-1,-1,30
19229,-1,-2,-1,-1,-1,0,-1,30
19230,-2,-2,-2,-1,-2,-1,-2,30
19231,-2,-1,-2,-2,-1,-1,-2,30
19232,-1,-1,-2,-2,-1,-1,-2,30
19233,-2,-1,-1,-1,-2,-1,-2,30
19234,-1,-1,-2,-2,-1,-2,-2,30
19235,-2,-1,-3,-1,-1,-2,-3,30
19236,-1,-1,-2,-2,-1,-1,-2,30
19237,-1,-1,-1,-2,-1,0,-1,30
19238,-2,-1,-1,-1,-1,0,-2,30
19239,-1,0,-2,-2,0,-1,-1,30
19240,-1,0,0,-1,-1,0,-2,30
19241,-1,0,-1,-2,-1,-1,-1,30
19242,-1,-1,-1,0,0,-1,-1,30
19243,-1,-1,-1,0,0,-1,-2,30
19244,0,0,0,0,-1,0,-2,30
19245,0,-1,1,1,-1,0,-1,30
19246,-1,0,-1,0,-1,0,-2,30
19247,-1,0,0,-1,0,0,-1,30
19248,-1,-1,-1,-1,-1,1,0,30
19249,-1,0,-2,0,-1,0,-1,30
19250,0,0,0,-1,-1,-1,0,30
19251,0,-1,0,0,-2,-1,-1,30
19252,-1,-1,0,0,0,0,0,30
19253,-1,0,0,0,-1,0,-1,30
19254,0,0,0,1,-1,1,-1,30
19255,0,-1,0,1,-1,0,0,30
19256,0,-2,1,0,0,0,-1,30
19257,-1,-2,0,1,-1,-1,-2,30
19258,-1,-1,0,0,0,-1,-1,30
19259,-1,-1,-1,-1,-2,-1,-2,30
19260,-2,-1,-1,-1,-2,-1,-2,30
19261,-1,-3,0,-1,-2,-1,-1,30
19262,-2,-1,0,0,-3,-2,-2,30
19263,-3,-2,-1,-1,-1,-2,-2,30
19264,-2,-2,-1,0,-2,-2,-3,30
19265,-1,-1,-1,-1,-2,-1,-3,30
19266,-2,-2,-2,-1,-2,-2,-1,30
19267,-2,-2,-1,0,-2,-1,-2,30
19268,-1,-2,-1,0,-1,-1,-2,30
19269,-1,-1,-1,-2,-1,-1,-2,30
19270,-1,-1,0,0,-2,-1,-2,30
19271,-1,-1,-1,0,-1,-1,-1,30
19272,0,-2,0,-1,0,0,-2,30
19273,-1,0,-1,-1,-2,0,-1,30
19274,-1,-2,0,0,-1,-1,-1,30
19275,-1,-1,0,0,-1,-1,-2,30
19276,-1,-1,0,-1,0,-1,-2,30
19277,0,-2,-1,-1,0,-2,-1,30
19278,-1,-2,-1,-1,-1,-2,-1,30
19279,-1,-2,-1,0,0,0,-1,30
19280,0,-2,0,-1,-1,-1,-2,30
19281,-1,-2,0,0,-1,-2,-1,30
19282,-1,-2,0,-1,-1,-1,-2,30
19283,-2,-2,-1,0,-1,-1,-3,30
19284,-1,-2,-1,-1,-1,-2,-2,30
19285,-1,-2,0,-2,-1,-1,-2,30
19286,-2,-2,0,0,-2,-2,-2,30
19287,-1,-2,-1,-1,-1,-1,-2,30
19288,-1,-2,-1,0,-1,-1,-1,30
19289,-1,-2,-1,-1,-2,-2,-2,30
19290,0,-1,-1,-1,0,-1,-1,30
19291,0,-2,0,-1,0,-1,-1,30
19292,0,-1,-1,0,0,-1,0,30
19293,0,-1,0,0,0,0,-1,30
19294,-1,-1,0,0,-1,0,0,30
19295,0,-1,1,0,0,0,0,30
19296,0,0,0,1,1,0,-1,30
19297,0,0,0,1,1,0,-2,30
19298,0,-1,0,1,2,0,0,30
19299,1,0,0,1,1,1,-2,30
19300,0,0,0,0,1,0,0,30
19301,1,-1,1,1,0,0,-1,30
19302,-1,0,0,1,0,0,-1,30
19303,1,0,0,0,0,0,0,30
19304,1,0,0,0,0,0,-1,30
19305,1,0,1,1,-1,0,-1,30
19306,1,0,0,0,1,-1,0,30
19307,1,0,0,1,0,0,1,30
19308,0,1,0,1,0,-1,0,30
19309,1,1,0,1,0,0,1,30
19310,1,0,2,1,-1,1,0,30
19311,1,1,2,1,0,1,1,30
19312,0,0,0,1,0,0,0,30
19313,0,0,0,2,0,-1,0,30
19314,1,0,1,0,1,0,0,30
19315,0,1,1,1,0,1,0,30
19316,0,0,0,0,0,0,1,30
19317,0,-1,0,0,0,0,0,30
19318,1,0,0,0,-1,-1,1,30
19319,0,-1,-1,0,1,0,0,30
19320,0,-1,-1,1,-1,0,0,30
19321,-1,0,-1,0,0,0,0,30
19322,0,1,0,0,0,0,0,30
19323,0,0,0,1,0,1,1,30
19324,0,1,0,0,-1,0,0,30
19325,0,0,0,0,-1,0,0,30
19326,-1,-1,0,1,-1,-1,0,30
19327,-1,0,-1,-1,0,-1,0,30
19328,-1,-1,0,0,-1,0,-1,30
19329,-1,-1,-1,-1,0,-2,-1,30
19330,-1,-1,-2,0,0,-1,-1,30
19331,-1,-1,-2,0,-1,-2,-1,30
19332,-1,-1,-2,0,-1,-1,-1,30
19333,-1,-1,-2,-1,-1,-1,-2,30
19334,-2,-2,-1,-1,-1,-2,-1,30
19335,-1,-1,-1,-1,-1,-1,-2,30
19336,-2,0,0,-1,-1,-2,-1,30
19337,-1,0,0,0,-1,-1,-1,30
19338,-1,0,-1,-1,-1,-1,-1,30
19339,0,0,-1,0,0,-1,0,30
19340,0,0,0,-1,-1,-1,-1,30
19341,-1,1,-1,-1,-1,-1,0,30
19342,-1,-1,-1,-1,-1,0,-1,30
19343,0,0,-2,0,-1,-2,0,30
19344,-1,-1,-2,-1,0,-1,0,30
19345,-1,-2,-2,-2,0,-1,-1,30
19346,-1,-1,-2,-1,-1,-1,0,30
19347,-2,-1,-1,-1,-1,-1,0,30
19348,-1,-1,-2,0,-1,-2,-1,30
19349,-1,0,-2,-1,0,-2,-1,30
19350,-1,-2,-2,-1,0,-1,0,30
19351,-1,-1,-2,-1,-1,-1,0,30
19352,-2,0,-1,-1,1,-1,0,30
19353,-1,-1,-2,-1,0,0,0,30
19354,0,-1,-1,-1,1,-1,-1,30
19355,0,-1,0,0,0,0,0,30
19356,-1,0,-1,0,0,-1,0,30
19357,0,-1,-2,-1,0,0,0,30
19358,0,0,-1,-1,0,-1,1,30
19359,-1,0,-1,0,0,0,-1,30
19360,0,0,-1,-1,0,-1,0,30
19361,0,0,-1,-1,0,-1,0,30
19362,-1,0,-1,0,0,-1,0,30
19363,-1,-1,0,-1,-1,-1,0,30
19364,-1,0,-1,0,0,-1,0,30
19365,0,0,-1,0,0,-1,1,30
19366,-1,0,0,0,0,0,-1,30
19367,-1,0,-1,1,1,-1,0,30
19368,0,1,0,0,1,-1,0,30
19369,0,1,0,1,0,-1,0,30
19370,0,0,0,0,0,-1,0,30
19371,-1,0,0,0,1,-1,1,30
19372,0,-1,0,-1,0,0,0,30
19373,0,-1,0,0,1,-1,0,30
19374,-1,-1,-1,1,-1,-1,-1,30
19375,-1,-2,-1,0,0,-1,-1,30
19376,-1,-1,-1,0,1,0,0,30
19377,-1,-1,-1,-1,-1,0,0,30
19378,0,0,-1,-2,0,-1,0,30
19379,-2,0,-2,-1,-1,-1,-1,30
19380,-2,0,-1,-1,0,-1,0,30
19381,-2,-1,-1,-1,-1,-1,0,30
19382,-1,0,-1,0,0,-3,-1,30
19383,-1,-1,-2,-2,-1,-1,-1,30
19384,-2,-1,-2,-1,-1,-2,-2,30
19385,-2,-2,-2,-2,-2,-3,-2,30
19386,-1,-2,-2,-1,-2,-3,-2,30
19387,-2,-2,-2,-1,-1,-2,-2,30
19388,-2,-1,-1,-1,-1,-2,-2,30
19389,-2,-2,-2,-1,-2,-2,-2,30
19390,-2,-1,-3,-1,-1,-3,-3,30
19391,-2,-1,-2,-2,-2,-2,-2,30
19392,-2,-1,-1,-1,-1,-2,-2,30
19393,-1,-2,-2,-1,-1,-2,-1,30
19394,-1,-1,-2,-1,-2,-2,-1,30
19395,-1,0,-2,-1,-1,-1,-2,30
19396,-1,0,-1,-1,-1,-1,-1,30
19397,0,0,-1,-1,-1,-1,-2,30
19398,0,0,-1,0,-1,-1,-1,30
19399,-1,0,0,0,-1,-1,-1,30
19400,0,0,-1,-1,0,-1,-1,30
19401,-1,-1,0,0,-1,-1,-1,30
19402,-1,0,-1,0,-1,-1,-3,30
19403,-1,-1,-1,0,-1,-2,-1,30
19404,-1,-1,-1,0,-2,-1,-1,30
19405,-1,0,-1,0,-1,-1,-2,30
19406,-2,-1,-1,-1,-1,-2,-2,30
19407,-2,0,-1,-1,-2,-2,-3,30
19408,0,0,-2,0,0,-1,-2,30
19409,-1,0,1,0,-1,-2,-1,30
19410,-1,0,-1,-1,-2,-1,0,30
19411,-1,0,0,-1,0,0,-1,30
19412,-1,0,2,0,0,-1,-1,30
19413,0,1,0,0,-1,-1,0,30
19414,0,0,1,0,0,0,0,30
19415,0,1,0,1,0,1,0,30
19416,0,1,1,1,0,0,0,30
19417,0,1,0,0,0,0,1,30
19418,0,1,0,0,0,0,0,30
19419,0,0,1,0,0,0,1,30
19420,0,1,0,0,-1,0,0,30
19421,-1,0,0,1,0,-1,-1,30
19422,0,0,1,0,0,-1,0,30
19423,-1,0,0,0,-1,-1,-1,30
19424,0,1,0,0,-1,-1,0,30
19425,0,1,0,0,-1,0,-2,30
19426,1,0,0,0,-1,-2,-1,30
19427,-1,0,1,0,0,0,0,30
19428,-1,0,0,1,0,0,0,30
19429,-1,1,-1,0,0,-1,-1,30
19430,-1,0,0,-1,-2,-1,-1,30
19431,-1,0,0,0,-2,-1,-1,30
19432,-1,0,0,0,-1,-2,-1,30
19433,-1,-1,0,0,-1,-1,-1,30
19434,-1,-1,0,1,-2,-2,-2,30
19435,-1,0,1,0,-1,-3,-1,30
19436,-1,-1,1,0,-1,-1,-2,30
19437,0,0,0,0,-1,-2,0,30
19438,-1,1,0,0,-1,-2,-1,30
19439,0,0,0,0,0,-2,-2,30
19440,0,0,0,-1,0,-2,0,30
19441,0,-1,0,0,-1,-1,-1,30
19442,-1,0,0,-1,-1,-1,-1,30
19443,-1,0,-1,-1,-1,-2,-1,30
19444,-1,0,0,-1,-1,-2,-1,30
19445,-1,-1,0,0,-1,-2,-1,30
19446,-1,-1,0,0,-1,-2,-1,30
19447,0,0,0,0,-1,-2,0,30
19448,-1,-1,0,-1,-1,-1,0,30
19449,-1,-1,-1,0,-1,-2,-1,30
19450,-1,0,-1,1,-1,-2,-1,30
19451,0,-2,0,-1,-1,-1,0,30
19452,-1,-1,0,0,-1,-2,0,30
19453,0,0,0,-1,-1,-2,-1,30
19454,-1,0,0,-1,-1,-1,0,30
19455,0,1,-1,-1,-2,-2,-1,30
19456,-1,-1,-1,-1,-1,-2,-1,30
19457,-1,-1,-1,-1,-1,-2,-1,30
19458,-1,0,-2,-1,-2,-2,-2,30
19459,0,-2,0,-1,-1,-3,-1,30
19460,-1,-2,-2,-1,-2,-3,-2,30
19461,-1,-2,-1,-2,-2,-3,-1,30
19462,-1,-2,-1,-2,-3,-2,-1,30
19463,-2,-1,-3,-2,-2,-3,-2,30
19464,-1,-2,-1,-2,-1,-3,-1,30
19465,-1,-1,-2,-1,-2,-2,-1,30
19466,-1,-1,-1,-1,0,-2,0,30
19467,-1,0,-1,0,-1,-2,0,30
19468,-1,0,-1,0,-2,-1,-1,30
19469,1,0,-1,-1,0,-1,0,30
19470,0,0,0,-1,-1,-1,1,30
19471,0,1,-1,-1,-1,-1,0,30
19472,0,0,0,0,0,-1,0,30
19473,0,1,0,0,-1,-1,0,30
19474,-1,0,0,0,0,0,2,30
19475,-1,-2,0,0,1,-1,0,30
19476,0,1,-1,-1,0,0,-1,30
19477,0,0,-1,-1,0,-1,0,30
19478,0,0,0,0,0,-1,0,30
19479,1,-1,-1,0,-1,0,0,30
19480,0,-1,0,-2,0,-1,0,30
19481,0,-1,-1,0,-1,-1,0,30
19482,-1,0,-1,0,-1,-1,-1,30
19483,-1,0,-1,-1,0,-1,0,30
19484,0,0,-1,0,-1,-1,-1,30
19485,0,0,-1,-1,0,-1,1,30
19486,-1,0,0,-1,-1,0,0,30
19487,0,1,-1,0,0,-1,0,30
19488,0,0,0,-1,0,-1,0,30
19489,0,0,-1,-1,0,0,0,30
19490,0,-1,-1,-1,-2,1,0,30
19491,-1,-1,-1,-1,-1,-1,-1,30
19492,-2,0,-2,-1,-2,-1,0,30
19493,-1,0,-2,-1,-1,-2,0,30
19494,-2,-1,-2,-2,-2,-2,-2,30
19495,-2,-1,-1,-1,-2,-1,-2,30
19496,-2,-1,-1,-1,-1,-2,-1,30
19497,-2,-1,-2,-1,-3,-1,-1,30
19498,0,-1,-1,-2,-1,-2,0,30
19499,-1,-2,-1,-2,-1,-2,0,30
19500,0,0,-1,-2,-1,-1,0,30
19501,0,-2,0,-1,0,-2,-1,30
19502,-1,0,0,-1,-2,-1,0,30
19503,-1,-1,0,-1,-1,-2,0,30
19504,0,-1,0,0,0,0,-1,30
19505,0,0,0,0,-1,-1,0,30
19506,0,0,0,-1,1,0,0,30
19507,1,1,0,0,0,0,0,30
19508,1,0,1,-1,-1,0,0,30
19509,0,-1,0,-1,1,0,1,30
19510,-1,0,0,0,0,-1,1,30
19511,-1,0,1,-1,0,-1,1,30
19512,-1,-1,0,-1,-1,0,1,30
19513,-1,-1,0,-1,-2,-1,0,30
19514,-1,-1,1,0,-1,0,0,30
19515,0,0,0,0,-2,-1,0,30
19516,-1,-1,0,-2,-1,-1,-1,30
19517,0,-1,-1,-1,-2,-1,-1,30
19518,-2,-2,-1,-2,-2,-3,-2,30
19519,-2,-2,-1,-3,-2,-3,-2,30
19520,-2,-2,-1,-2,-3,-3,-2,30
19521,-2,-3,-1,-2,-4,-3,-2,30
19522,-2,-3,-1,-3,-4,-3,-2,30
19523,-4,-2,-3,-3,-3,-3,-3,30
19524,-3,-4,-3,-4,-4,-3,-3,30
19525,-4,-3,-4,-4,-4,-3,-2,30
19526,-4,-3,-3,-3,-4,-3,-3,30
19527,-3,-3,-3,-3,-2,-3,-2,30
19528,-2,-3,-3,-2,-2,-3,-2,30
19529,-1,-2,-2,-3,-2,-3,-3,30
19530,-2,-2,-2,-2,-2,-2,-3,30
19531,-2,-3,-3,-3,-4,-3,-2,30
19532,-2,-2,-2,-3,-3,-3,-3,30
19533,-3,-3,-3,-3,-3,-3,-3,30
19534,-2,-2,-2,-3,-2,-3,-3,30
19535,-2,-2,-2,-2,-3,-2,-3,30
19536,-2,-2,-3,-2,-3,-2,-2,30
19537,-2,-2,-2,-2,-2,-2,-2,30
19538,-3,-2,-3,-2,-3,-2,-2,30
19539,-2,-2,-2,-2,-1,-2,-2,30
19540,-1,-1,-1,-2,-2,-2,-1,30
19541,-2,-2,-2,-2,-2,-1,-2,30
19542,-3,-2,-2,-2,-1,-2,-1,30
19543,-2,-2,-2,-2,-2,-2,-2,30
19544,-2,-1,-1,-3,-2,-2,-2,30
19545,-3,-1,-1,-2,-1,-2,-2,30
19546,-1,-1,-2,-2,-1,-2,-2,30
19547,-2,-2,-1,-1,-2,-1,-1,30
19548,-1,-1,-1,-1,-2,-2,-2,30
19549,-1,-1,-1,-1,-1,-1,-1,30
19550,0,0,-1,-1,-1,-1,-1,30
19551,-1,-1,0,-1,0,0,-1,30
19552,-1,-1,-1,0,0,-1,0,30
19553,-1,0,-1,-1,-1,0,-1,30
19554,-1,-1,0,-1,0,-1,-1,30
19555,-1,-2,-1,0,0,0,0,30
19556,-1,0,-1,0,-1,-1,0,30
19557,-1,0,-1,-1,0,0,-1,30
19558,-1,0,-2,-1,-2,-1,-1,30
19559,-1,-1,-1,-2,-1,-1,0,30
19560,-2,-1,-2,-2,-1,-2,-2,30
19561,-2,-1,-2,-1,-2,-1,-2,30
19562,-2,-1,-1,-2,-1,-2,-2,30
19563,-1,-1,-1,-2,-1,-2,-2,30
19564,-1,-1,-1,-1,-1,-1,-2,30
19565,-2,-1,-1,-1,-1,-1,-2,30
19566,-1,-1,-1,-1,-2,-1,-3,30
19567,-1,-1,0,-2,-1,-2,-2,30
19568,-1,0,-1,-1,0,0,-1,30
19569,-1,1,-1,-1,0,-1,-2,30
19570,-1,0,-2,-1,-1,-1,-2,30
19571,-1,0,-1,-1,-1,-1,-1,30
19572,-1,0,0,-1,-1,-1,-1,30
