,mic_0,mic_1,mic_2,mic_3,mic_4,mic_5,mic_6,output_angle
3214,-3,-2,-2,-3,-2,-2,-2,30
3215,-3,-2,-2,-3,-2,-3,-2,30
3216,-3,-2,-1,-3,-2,-2,-2,30
3217,-3,-2,-2,-3,-2,-3,-2,30
3218,-3,-3,-3,-3,-2,-3,-3,30
3219,-2,-2,-2,-3,-3,-3,-3,30
3220,-3,-3,-3,-3,-2,-3,-4,30
3221,-3,-2,-4,-3,-2,-3,-3,30
3222,-3,-3,-3,-3,-2,-3,-3,30
3223,-3,-3,-4,-4,-3,-4,-4,30
3224,-4,-3,-4,-3,-3,-3,-5,30
3225,-3,-3,-4,-4,-4,-3,-4,30
3226,-2,-3,-4,-3,-3,-4,-4,30
3227,-4,-3,-3,-4,-4,-3,-3,30
3228,-4,-3,-4,-3,-4,-3,-3,30
3229,-4,-3,-3,-3,-3,-4,-4,30
3230,-3,-3,-3,-4,-3,-4,-4,30
3231,-3,-3,-3,-3,-3,-4,-4,30
3232,-3,-2,-3,-3,-3,-4,-4,30
3233,-3,-3,-4,-3,-2,-3,-3,30
3234,-2,-3,-4,-3,-3,-3,-3,30
3235,-2,-3,-2,-3,-2,-4,-3,30
3236,-2,-2,-3,-3,-3,-2,-2,30
3237,-2,-2,-2,-3,-2,-3,-2,30
3238,-3,-2,-2,-3,-3,-3,-2,30
3239,-3,-1,-3,-3,-3,-2,-3,30
3240,-2,-2,-2,-2,-3,-3,-3,30
3241,-2,-2,-3,-3,-2,-2,-3,30
3242,-2,-2,-3,-3,-2,-3,-2,30
3243,-2,-2,-3,-3,-3,-2,-3,30
3244,-2,-2,-2,-3,-2,-3,-2,30
3245,-2,-2,-2,-1,-2,-3,-2,30
3246,-2,-1,-3,-1,-2,-2,-2,30
3247,-2,-1,-3,-2,-2,-2,-2,30
3248,-2,-1,-1,-1,-2,-3,-2,30
3249,-2,-1,-2,-2,-3,-2,-2,30
3250,-2,-1,-2,-2,-2,-1,-2,30
3251,-2,-2,-2,-2,-2,-1,-2,30
3252,-1,-1,-1,-2,-2,-1,-1,30
3253,-1,-1,-2,-2,-1,-1,-2,30
3254,-1,-2,-2,-2,-2,-1,-1,30
3255,-2,-1,-2,-2,-2,-2,0,30
3256,-2,-1,-3,-1,-3,-2,-2,30
3257,-2,-2,-2,-2,-2,-2,-1,30
3258,-2,-2,-1,-2,-3,-2,-2,30
3259,-2,-3,-2,-1,-2,-2,-2,30
3260,-2,-2,-1,-1,-2,-1,-2,30
3261,-1,-2,-2,-1,-3,-2,-2,30
3262,-2,-2,-1,-1,-3,-2,-2,30
3263,-2,-1,-1,-1,-2,-2,-2,30
3264,-2,-2,-2,-1,-2,-2,-1,30
3265,-3,-2,-1,-2,-1,-2,-2,30
3266,-2,-1,-2,-1,-1,-1,-1,30
3267,-1,-2,-2,-1,-2,-2,-2,30
3268,-1,-1,-1,-1,-2,-1,-2,30
3269,-2,-1,-2,-1,-1,-1,-1,30
3270,-1,-1,-2,-1,-2,0,-1,30
3271,-1,-1,0,0,-1,-2,0,30
3272,-2,-1,-1,-1,-2,-1,-1,30
3273,-1,-1,-1,-1,-2,0,0,30
3274,-1,-1,-2,-1,-2,0,-1,30
3275,-1,-2,-1,-2,-1,0,0,30
3276,-1,0,-2,-1,-2,0,-1,30
3277,-1,-1,-1,-1,-2,-2,-1,30
3278,-1,-1,-1,-1,-2,-1,0,30
3279,-3,-2,-2,-1,-3,-1,-1,30
3280,-2,-1,-3,-2,-2,-1,-2,30
3281,-1,-1,-2,-2,-2,-1,-2,30
3282,-3,-2,-2,-2,-3,-2,-1,30
3283,-2,-2,-2,-2,-3,-2,-2,30
3284,-2,-2,-2,-2,-3,-2,-1,30
3285,-1,-1,-2,-2,-3,-1,-1,30
3286,-2,-1,-2,-2,-2,-2,-3,30
3287,-1,-1,-2,-2,-2,-1,-1,30
3288,0,-2,-1,-1,-2,-1,-1,30
3289,-2,-2,-2,-1,-2,-1,-1,30
3290,-1,0,-1,-1,-2,-1,-1,30
3291,-2,-1,-2,0,-3,-2,-1,30
3292,-1,-1,-2,-1,-3,-2,-2,30
3293,-2,-1,-1,-1,-3,-3,-1,30
3294,-2,-2,-3,-1,-2,-1,-2,30
3295,-2,-2,-2,-1,-2,-1,-1,30
3296,-2,-2,-2,0,-2,-1,-2,30
3297,-2,-1,-2,-1,-2,-2,-1,30
3298,-2,-2,-3,-2,-2,-2,-1,30
3299,-1,-2,-2,-2,-3,-1,-1,30
3300,-1,-3,-3,-1,-2,-1,-1,30
3301,-2,-3,-2,-2,-3,-1,0,30
3302,-2,-2,-2,0,-2,-1,-1,30
3303,-2,-1,-2,-1,-2,-2,-1,30
3304,-1,-2,-1,-1,-2,-1,-1,30
3305,-1,-1,-3,0,-2,0,0,30
3306,-1,-1,-1,-2,-1,0,0,30
3307,-1,-1,-2,0,-3,0,0,30
3308,-1,0,-2,-2,-3,-1,0,30
3309,0,-1,-1,-1,-2,-1,0,30
3310,-1,0,-2,-1,-3,-1,0,30
3311,-1,-2,-2,-2,-2,-1,-1,30
3312,-1,-2,-1,-1,-3,-1,-1,30
3313,-1,-1,-2,-1,-4,-2,-1,30
3314,-2,-3,-2,-2,-2,-2,-1,30
3315,-1,-2,-3,-1,-3,-2,-2,30
3316,-2,-3,-2,-1,-3,-2,-2,30
3317,-1,-3,-2,-1,-3,-2,-2,30
3318,-2,-2,-3,-1,-3,-2,-2,30
3319,-2,-2,-3,-2,-3,-2,-2,30
3320,-2,-3,-3,-1,-3,-2,-2,30
3321,-3,-2,-3,-1,-3,-3,-2,30
3322,-1,-2,-3,-1,-3,-2,-2,30
3323,-2,-1,-3,-1,-3,-1,0,30
3324,-2,-2,-2,0,-2,-2,-1,30
3325,-1,-1,-2,-2,-2,-1,-1,30
3326,0,-1,-2,0,-2,0,0,30
3327,-1,-1,-2,-1,-1,0,0,30
3328,0,0,-2,0,-2,0,0,30
3329,-1,-2,-2,-1,-2,-1,0,30
3330,-1,-1,-2,0,-1,0,0,30
3331,-2,0,-2,0,-2,-1,1,30
3332,0,-1,-1,0,-1,-1,0,30
3333,-1,-1,-2,0,-2,-1,-1,30
3334,-1,0,-1,-1,-1,-1,0,30
3335,0,-1,-2,-1,-1,-1,-1,30
3336,-1,-1,-1,0,0,-1,0,30
3337,0,0,-1,-1,-1,0,1,30
3338,0,-1,0,-1,-1,0,1,30
3339,1,0,-1,0,0,0,1,30
3340,0,0,-1,1,0,1,1,30
3341,1,1,1,0,2,0,2,30
3342,-1,1,0,0,0,1,2,30
3343,0,1,0,0,1,1,3,30
3344,0,1,0,1,-1,1,1,30
3345,0,0,0,1,0,1,2,30
3346,-2,1,-1,0,-1,0,1,30
3347,0,0,-2,1,0,0,1,30
3348,0,0,0,1,0,0,1,30
3349,0,0,0,-1,0,-1,0,30
3350,0,0,-2,-1,0,0,0,30
3351,-1,1,0,1,-2,-1,0,30
3352,0,0,-1,1,-1,0,0,30
3353,0,0,0,0,-1,0,0,30
3354,-1,-1,-2,-1,0,0,0,30
3355,-1,-1,-2,0,-1,0,0,30
3356,-1,0,-1,-1,0,0,1,30
3357,-1,0,-1,-1,-2,0,0,30
3358,-1,1,-2,-1,-1,-1,0,30
3359,-1,0,-1,-1,-1,0,-1,30
3360,-1,0,-2,-1,-1,-1,0,30
3361,0,0,-2,-1,-1,0,0,30
3362,-1,0,-1,-1,-1,0,0,30
3363,0,0,-1,-1,-1,-1,0,30
3364,0,0,-2,0,-1,0,0,30
3365,0,0,-1,0,0,-1,-1,30
3366,0,-1,-2,0,0,-1,1,30
3367,-1,0,-2,0,0,0,0,30
3368,1,-1,0,-1,-1,-1,0,30
3369,-1,1,-1,0,-1,0,1,30
3370,1,1,-2,-2,-1,0,1,30
3371,0,1,-1,-2,-1,0,1,30
3372,0,0,-1,0,0,0,1,30
3373,1,0,-2,-1,0,0,1,30
3374,0,0,0,0,0,0,1,30
3375,0,0,0,0,0,-1,0,30
3376,0,0,0,0,0,1,-1,30
3377,0,0,0,0,0,1,0,30
3378,1,0,-1,-1,0,1,0,30
3379,1,0,0,0,0,0,0,30
3380,0,0,0,1,0,0,0,30
3381,1,0,0,1,-1,0,-1,30
3382,0,0,0,0,-1,-1,1,30
3383,0,0,-1,-1,-1,-1,0,30
3384,1,0,0,1,0,1,1,30
3385,2,0,0,1,-1,1,2,30
3386,1,2,0,0,0,1,0,30
3387,2,0,0,0,1,2,1,30
3388,1,1,0,1,1,1,2,30
3389,3,3,0,2,1,1,2,30
3390,2,2,1,2,1,2,3,30
3391,2,2,1,2,0,2,3,30
3392,2,2,1,2,1,2,3,30
3393,3,2,1,2,2,3,3,30
3394,2,2,1,1,1,3,3,30
3395,3,2,2,2,2,3,3,30
3396,2,2,0,2,0,3,2,30
3397,2,1,1,1,1,2,2,30
3398,1,1,1,2,1,2,2,30
3399,1,2,1,2,1,1,1,30
3400,2,1,0,1,1,1,1,30
3401,1,1,0,1,-1,2,1,30
3402,2,1,0,0,0,1,2,30
3403,1,0,-1,0,0,1,1,30
3404,1,1,0,1,0,2,2,30
3405,2,0,0,1,1,2,1,30
3406,2,1,0,1,0,1,1,30
3407,1,1,0,0,1,1,2,30
3408,0,0,-1,1,0,1,1,30
3409,0,1,-1,0,0,1,0,30
3410,0,0,0,1,0,1,1,30
3411,0,0,0,0,-1,0,1,30
3412,0,0,0,1,0,1,0,30
3413,2,0,-1,0,0,0,0,30
3414,1,0,-2,-1,0,0,1,30
3415,0,-1,0,1,0,1,1,30
3416,1,0,-1,0,0,1,1,30
3417,1,-1,0,1,-1,0,0,30
3418,0,-1,-1,0,0,0,0,30
3419,0,1,0,0,0,1,1,30
3420,1,0,-1,1,0,0,0,30
3421,1,-1,-1,0,0,1,1,30
3422,-1,0,0,0,0,0,1,30
3423,1,0,0,-1,0,1,1,30
3424,1,-1,-1,0,0,1,1,30
3425,1,0,-1,1,1,2,0,30
3426,1,1,0,0,0,1,1,30
3427,1,0,-1,1,0,1,0,30
3428,2,1,0,0,0,1,1,30
3429,2,2,0,1,0,2,0,30
3430,1,1,1,0,1,1,1,30
3431,1,0,0,0,0,2,0,30
3432,1,1,1,0,0,1,0,30
3433,0,1,0,0,0,2,1,30
3434,1,0,0,0,-1,1,-1,30
3435,2,1,-1,0,0,1,1,30
3436,1,1,0,1,0,0,0,30
3437,1,0,0,-1,-1,0,0,30
3438,1,-1,0,0,-1,0,1,30
3439,0,1,-1,1,0,1,0,30
3440,2,0,0,0,0,1,1,30
3441,1,0,-1,0,-1,2,1,30
3442,1,0,-1,-1,0,1,0,30
3443,2,0,0,1,0,1,1,30
3444,2,0,0,0,0,0,1,30
3445,1,-1,-1,0,0,1,1,30
3446,1,1,-1,0,0,1,1,30
3447,0,0,0,1,0,0,1,30
3448,1,1,0,0,0,0,0,30
3449,0,0,-1,0,0,0,0,30
3450,0,0,0,-1,-1,2,-1,30
3451,0,0,-2,0,0,2,-1,30
3452,0,-1,-1,-1,-1,0,0,30
3453,0,0,-2,-1,-1,-1,0,30
3454,0,-1,-2,0,-1,-1,-2,30
3455,0,-1,-1,-1,-1,-1,-1,30
3456,0,-1,-2,-1,-1,0,-1,30
3457,0,0,-2,-1,-1,0,-1,30
3458,0,0,-1,0,0,0,-1,30
3459,0,1,-2,-1,-1,0,0,30
3460,0,0,-1,-1,-1,0,0,30
3461,0,0,-2,-1,-1,-1,-1,30
3462,1,0,-1,0,-1,0,0,30
3463,1,1,0,0,-1,1,0,30
3464,1,2,-1,0,0,0,0,30
3465,1,1,0,1,0,0,0,30
3466,1,0,-1,0,-1,0,0,30
3467,0,0,-1,0,-1,-1,-1,30
3468,0,1,0,0,0,1,-1,30
3469,1,0,0,1,0,1,-1,30
3470,1,-1,-1,0,0,0,-1,30
3471,1,0,-2,0,0,1,-1,30
3472,1,0,-2,0,0,0,-2,30
3473,0,0,-1,0,0,0,-1,30
3474,0,1,-2,1,0,0,-1,30
3475,0,-1,-1,-1,0,-1,0,30
3476,1,0,-1,0,-1,0,1,30
3477,0,0,-1,0,0,1,0,30
3478,1,0,-1,0,0,0,0,30
3479,1,0,-1,0,0,1,0,30
3480,2,0,-1,0,0,0,1,30
3481,0,1,-1,1,0,1,0,30
3482,0,0,-1,0,-1,0,0,30
3483,0,1,-1,0,1,-1,-1,30
3484,1,-1,-1,-1,1,0,0,30
3485,1,1,-1,0,0,-1,0,30
3486,1,0,-1,-1,0,0,0,30
3487,1,0,-1,0,-1,0,0,30
3488,1,1,-1,0,0,0,0,30
3489,1,0,0,-1,1,-1,0,30
3490,0,0,-2,0,-1,-1,0,30
3491,0,0,0,-1,0,-1,-1,30
3492,0,-1,-1,-1,0,0,-2,30
3493,0,-1,-1,-1,0,-1,-1,30
3494,1,-1,0,-1,0,-1,-2,30
3495,0,-2,-2,0,0,0,-1,30
3496,0,-2,0,-1,0,-1,0,30
3497,0,0,-2,0,-1,0,-1,30
3498,0,-1,-1,-1,0,0,0,30
3499,0,0,0,-1,1,0,0,30
3500,0,-1,-1,0,1,0,0,30
3501,1,-1,-1,0,0,-1,0,30
3502,1,0,-1,0,0,0,1,30
3503,1,1,0,0,-1,1,0,30
3504,1,0,0,0,-1,1,1,30
3505,0,1,0,1,0,0,1,30
3506,1,1,0,-1,0,0,0,30
3507,0,-2,0,-2,0,-1,0,30
3508,0,0,-1,-1,0,0,-1,30
3509,0,0,0,0,0,0,0,30
3510,0,-1,-1,0,0,0,-1,30
3511,0,-1,-1,-2,0,-1,-1,30
3512,-1,0,-1,-1,-1,0,-2,30
3513,1,-1,-2,0,-1,0,-1,30
3514,0,-1,-1,-1,0,0,0,30
3515,0,-2,-2,-1,-1,0,-1,30
3516,0,-2,-1,-1,0,0,0,30
3517,0,-1,-1,-1,1,0,-1,30
3518,1,0,-1,1,0,0,-1,30
3519,0,0,-1,0,1,-1,-1,30
3520,0,-1,-1,0,1,1,-1,30
3521,1,0,0,0,1,1,-1,30
3522,1,1,0,0,1,0,1,30
3523,0,1,0,1,0,0,0,30
3524,1,0,-1,0,1,1,0,30
3525,1,0,1,0,0,2,0,30
3526,0,1,0,2,1,1,0,30
3527,0,0,1,0,1,1,0,30
3528,0,1,0,1,2,1,0,30
3529,0,1,-1,1,1,1,0,30
3530,0,1,0,1,1,0,1,30
3531,0,1,1,1,1,1,0,30
3532,1,1,1,1,2,1,1,30
3533,1,1,1,2,1,1,2,30
3534,1,2,0,1,2,1,1,30
3535,0,2,2,1,2,1,1,30
3536,0,1,1,1,2,0,1,30
3537,1,2,1,1,1,1,1,30
3538,1,2,0,2,2,1,2,30
3539,1,1,1,1,2,1,1,30
3540,1,1,1,1,2,1,1,30
3541,1,2,1,1,2,1,1,30
3542,1,2,0,1,2,1,2,30
3543,1,1,0,0,2,1,1,30
3544,0,2,0,1,2,1,1,30
3545,1,2,0,1,2,1,1,30
3546,1,1,-1,1,2,1,0,30
3547,1,1,1,1,2,1,-1,30
3548,1,1,0,1,2,0,0,30
3549,1,1,1,1,2,2,1,30
3550,0,2,1,1,2,1,0,30
3551,1,2,1,1,2,0,1,30
3552,1,1,1,0,2,2,1,30
3553,0,1,1,1,3,0,0,30
3554,0,1,0,1,2,1,1,30
3555,1,1,1,1,3,0,0,30
3556,1,1,1,1,3,1,1,30
3557,0,0,0,0,2,0,0,30
3558,1,2,1,1,2,0,0,30
3559,1,1,1,0,2,0,0,30
3560,1,2,1,1,3,0,0,30
3561,1,1,2,1,2,0,1,30
3562,1,1,1,1,2,1,0,30
3563,1,1,1,0,1,1,1,30
3564,1,1,1,1,3,1,1,30
3565,1,2,1,1,3,0,1,30
3566,1,-1,2,2,3,1,2,30
3567,0,1,1,0,3,1,1,30
3568,1,1,1,1,3,1,2,30
3569,1,1,3,1,3,0,1,30
3570,0,1,1,1,2,0,0,30
3571,1,1,2,1,2,1,1,30
3572,1,1,1,1,2,0,1,30
3573,1,0,0,1,2,1,1,30
3574,2,0,1,1,2,1,1,30
3575,1,0,1,1,2,1,0,30
3576,0,-1,2,1,1,1,0,30
3577,1,-1,1,1,1,0,0,30
3578,1,0,0,0,2,0,-1,30
3579,-1,0,2,0,2,0,1,30
3580,0,-1,0,1,1,0,0,30
3581,0,0,1,1,0,0,0,30
3582,0,-1,1,0,1,-1,0,30
3583,0,0,0,1,2,-1,-1,30
3584,0,1,1,0,2,-1,0,30
3585,0,1,2,1,1,0,0,30
3586,0,1,1,1,2,1,1,30
3587,1,1,2,2,2,1,0,30
3588,0,1,2,1,2,1,0,30
3589,0,0,2,1,3,1,1,30
3590,0,0,1,1,2,1,1,30
3591,1,0,1,1,2,0,0,30
3592,2,1,1,1,2,1,1,30
3593,1,2,1,2,2,1,0,30
3594,1,0,2,1,2,0,1,30
3595,1,1,2,1,2,0,0,30
3596,0,0,1,1,2,0,0,30
3597,1,0,1,1,2,0,0,30
3598,0,1,1,1,1,0,0,30
3599,0,-1,1,1,0,0,0,30
3600,0,0,2,1,0,1,0,30
3601,-1,0,0,0,1,0,-1,30
3602,0,1,1,0,1,0,0,30
3603,0,1,1,0,1,-1,0,30
3604,-2,-1,1,0,0,0,-1,30
3605,0,1,1,0,0,-1,0,30
3606,-1,0,-1,-1,0,0,-1,30
3607,-1,0,1,-1,1,-1,0,30
3608,-1,-1,-1,-1,0,0,-1,30
3609,-1,-2,0,-1,0,-1,-1,30
3610,-1,-1,0,-1,0,-1,-2,30
3611,-1,-1,0,0,0,-2,-2,30
3612,-1,-2,0,-1,0,-1,-1,30
3613,-2,-2,0,-1,0,-1,-2,30
3614,-2,-1,0,-2,0,-2,-3,30
3615,-2,-1,-1,-1,-1,-1,-2,30
3616,-3,-3,-1,-1,0,-2,-3,30
3617,-3,-2,0,-1,0,-2,-3,30
3618,-2,-2,0,-1,0,-2,-2,30
3619,-2,-2,0,0,-1,-2,-2,30
3620,-2,-1,0,-1,-1,-1,-3,30
3621,-2,-1,0,-1,-2,-2,-2,30
3622,-1,-1,0,-2,-1,-2,-3,30
3623,-2,-2,-2,-2,-1,-2,-2,30
3624,-3,-2,0,-1,-1,-2,-2,30
3625,-3,-2,-1,-1,-2,-3,-4,30
3626,-3,-2,-1,-3,-2,-3,-3,30
3627,-3,-3,-2,-1,-1,-3,-3,30
3628,-3,-3,-2,-2,-1,-2,-3,30
3629,-3,-3,-1,-2,-1,-2,-3,30
3630,-3,-2,-2,-2,-1,-3,-3,30
3631,-4,-1,-1,-2,-2,-3,-3,30
3632,-4,-2,-2,-2,-1,-2,-3,30
3633,-3,-2,-2,-2,-1,-2,-3,30
3634,-3,-2,-1,-2,-2,-2,-2,30
3635,-3,-1,-2,-1,-2,-2,-1,30
3636,-2,0,-2,-1,-1,-1,-1,30
3637,-2,-1,0,-1,-1,-1,-1,30
3638,-3,-1,0,-2,1,-1,-1,30
3639,-1,-1,0,0,0,-1,-1,30
3640,-2,-1,0,-1,0,0,0,30
3641,-1,0,0,0,1,-1,-1,30
3642,-1,-2,-1,0,0,0,0,30
3643,-2,-1,1,0,0,-1,0,30
3644,-1,-1,0,-1,0,-1,-1,30
3645,-1,0,-1,-1,0,-2,-1,30
3646,-2,-2,-1,-1,-1,-1,-1,30
3647,-1,-1,-1,-1,0,-1,-2,30
3648,-1,-2,-1,-2,0,-1,-2,30
3649,-2,-1,-1,-1,-2,-1,-3,30
3650,-2,-2,0,-2,-1,-2,-2,30
3651,-2,-1,-1,-2,-1,-1,-2,30
3652,-1,-1,-1,-1,-2,-2,-3,30
3653,-2,-1,0,-1,0,-1,-3,30
3654,-2,-1,-1,-2,-1,-1,-1,30
3655,-1,-2,-1,0,0,-1,-1,30
3656,-2,-1,-1,-1,0,-1,-1,30
3657,-2,-1,-1,1,0,-1,-1,30
3658,-1,-1,-1,-1,0,0,-2,30
3659,-2,-1,0,0,0,-1,-2,30
3660,-1,-1,1,1,1,0,0,30
3661,-1,-1,1,1,1,1,0,30
3662,-1,-1,0,0,1,1,-1,30
3663,0,-1,1,0,1,0,-1,30
3664,0,-1,0,1,0,0,-2,30
3665,-1,-1,0,0,0,-1,-1,30
3666,-1,-1,0,-1,1,0,-2,30
3667,0,-1,0,-1,1,-1,-1,30
3668,-1,-1,-1,0,0,-1,-1,30
3669,-1,-1,-1,1,0,0,-1,30
3670,-1,-1,-1,-1,0,0,0,30
3671,-1,-1,-2,0,-1,0,-1,30
3672,-1,-1,-1,0,0,-1,-1,30
3673,-1,-1,0,0,-1,0,-1,30
3674,-1,0,0,0,0,1,0,30
3675,0,-1,-1,0,0,0,0,30
3676,0,-1,-1,0,0,1,0,30
3677,0,0,-1,0,0,0,0,30
3678,0,0,-1,0,0,0,0,30
3679,0,0,0,0,0,0,-1,30
3680,0,0,0,0,0,2,0,30
3681,-1,0,0,0,0,0,0,30
3682,0,0,0,-1,0,1,0,30
3683,-1,1,0,0,0,1,0,30
3684,0,1,1,0,1,0,-1,30
3685,0,0,0,0,1,1,0,30
3686,0,0,-1,1,0,0,-1,30
3687,0,-1,1,-1,0,1,0,30
3688,0,-1,-1,1,0,-1,-1,30
3689,-1,-1,-1,0,0,-1,0,30
3690,-1,0,0,0,1,0,-1,30
3691,-1,0,0,-1,0,0,-1,30
3692,1,0,0,0,0,0,0,30
3693,-1,1,-1,0,-1,1,0,30
3694,0,0,0,-1,0,0,-1,30
3695,-1,0,0,0,-2,0,1,30
3696,0,1,0,0,-1,0,1,30
3697,0,0,0,-1,0,0,0,30
3698,0,1,0,-1,1,1,0,30
3699,0,0,1,-1,-1,0,0,30
3700,-1,1,0,0,0,0,1,30
3701,0,0,-1,0,0,0,0,30
3702,0,-1,0,0,1,0,-1,30
3703,-1,0,1,1,-1,0,-1,30
3704,-1,0,1,1,0,-1,0,30
3705,-1,-1,-1,-1,-1,0,-1,30
3706,-1,-1,-1,-1,-1,-1,-1,30
3707,-1,-1,-1,-1,0,-1,-1,30
3708,-2,-1,-1,-1,-1,-1,-1,30
3709,-1,-1,-1,-1,0,0,-1,30
3710,-1,0,0,0,-1,-1,-1,30
3711,0,-1,0,-1,-1,-1,0,30
3712,-1,-1,-1,0,-1,-1,-1,30
3713,-1,-1,0,-1,0,-1,-1,30
3714,-1,-1,0,-1,-1,-2,-1,30
3715,-1,0,-1,-1,-1,-1,-1,30
3716,-1,0,1,-1,-1,-1,-1,30
3717,-1,-1,0,-1,-1,-1,-1,30
3718,-1,0,0,-1,-1,0,-1,30
3719,-1,-1,0,-1,-1,-1,0,30
3720,-1,-1,0,-1,-1,-1,-1,30
3721,-1,0,1,-1,0,-1,0,30
3722,0,0,0,0,0,0,-1,30
3723,0,-1,-1,0,0,-1,0,30
3724,0,0,0,-1,0,0,-1,30
3725,-1,-1,1,-1,0,-1,-1,30
3726,0,-1,0,-1,0,-1,-1,30
3727,-1,-1,-1,-1,-1,-1,-1,30
3728,-1,0,0,-1,0,-1,-1,30
3729,0,-1,-1,0,-2,-2,-2,30
3730,-1,-2,0,-1,-2,-1,-2,30
3731,-1,-2,0,0,-2,-2,-1,30
3732,0,-1,-1,-1,-1,-1,-1,30
3733,0,-1,0,0,0,0,-2,30
3734,0,-1,0,0,-1,-1,-1,30
3735,0,-2,-1,-1,-1,-1,-1,30
3736,1,-1,1,-1,0,0,-1,30
3737,0,-1,1,-1,0,1,-1,30
3738,2,0,0,-1,0,0,0,30
3739,1,0,0,1,0,0,0,30
3740,1,0,0,1,1,-1,1,30
3741,2,1,0,-1,0,0,0,30
3742,0,1,1,0,1,0,0,30
3743,1,1,1,0,1,0,2,30
3744,0,1,0,0,1,1,0,30
3745,1,1,1,0,0,0,0,30
3746,1,-1,0,0,0,0,0,30
3747,0,0,-1,0,0,0,0,30
3748,0,0,1,1,0,0,0,30
3749,1,1,0,0,-1,1,0,30
3750,0,0,0,0,1,0,1,30
3751,0,-1,1,-1,-1,0,0,30
3752,0,0,-1,0,0,0,-1,30
3753,0,0,0,-1,0,-1,0,30
3754,-1,0,-1,0,-1,0,-1,30
3755,-1,0,-1,0,0,-1,0,30
3756,0,0,0,0,0,-1,0,30
3757,0,0,-1,0,0,0,-1,30
3758,0,-1,-1,0,0,-1,0,30
3759,0,-1,0,-1,0,0,0,30
3760,0,-1,-2,-1,-2,0,-1,30
3761,0,-2,0,0,-1,-1,-1,30
3762,0,-1,0,-1,-1,-1,-1,30
3763,0,-1,-1,-1,-1,0,0,30
3764,-1,0,1,-1,1,1,0,30
3765,-1,1,0,0,-1,0,-1,30
3766,0,0,0,0,-1,-1,0,30
3767,-1,0,-1,0,0,-1,-1,30
3768,0,-1,-2,-1,-1,0,0,30
3769,0,0,-1,0,-1,0,-1,30
3770,-1,-1,-1,-2,-2,-1,-1,30
3771,-1,-1,-2,-1,-2,-2,0,30
3772,-1,-2,-1,-1,-2,-1,-2,30
3773,-2,-2,-2,-1,-2,-2,-2,30
3774,-1,-2,-2,-1,-1,-2,-2,30
3775,-1,-1,-2,-2,-3,-2,-2,30
3776,-1,-1,-2,-1,-3,-3,-2,30
3777,-2,-2,-2,-3,-2,-3,-1,30
3778,-1,-2,-2,-1,-2,-2,-3,30
3779,-2,-2,-2,-3,-3,-2,-2,30
3780,-3,-2,-3,-2,-4,-3,-3,30
3781,-3,-2,-2,-2,-3,-2,-2,30
3782,-2,-3,-1,-2,-3,-2,-1,30
3783,-2,-2,-3,-1,-2,-3,-3,30
3784,-3,-2,-2,-2,-3,-3,-1,30
3785,-2,-2,-2,-1,-3,-1,-2,30
3786,-3,-3,-2,-2,-4,-2,-3,30
3787,-2,-2,-2,-1,-3,-1,-2,30
3788,-3,-2,-1,-1,-2,-1,-2,30
3789,-2,-2,-2,-1,-3,-1,-2,30
3790,-2,-1,-2,0,-3,-3,-2,30
3791,-2,-2,-2,-1,-3,-2,-1,30
3792,-2,-3,-1,-2,-3,-1,-2,30
3793,-2,-2,-2,-2,-3,-3,-2,30
3794,-3,-2,-3,-2,-3,-3,-2,30
3795,-3,-3,-2,-3,-3,-3,-2,30
3796,-3,-3,-3,-1,-3,-2,-1,30
3797,-3,-3,-2,-2,-3,-4,-2,30
3798,-3,-3,-3,-3,-3,-2,-2,30
3799,-3,-2,-3,-2,-4,-2,-3,30
3800,-3,-3,-3,-3,-3,-4,-2,30
3801,-3,-3,-3,-2,-5,-2,-2,30
3802,-3,-3,-3,-3,-4,-3,-3,30
3803,-3,-3,-4,-2,-3,-2,-2,30
3804,-3,-3,-4,-4,-3,-2,-2,30
3805,-3,-4,-4,-3,-3,-2,-2,30
3806,-2,-3,-3,-3,-3,-3,-3,30
3807,-2,-3,-3,-2,-4,-3,-3,30
3808,-2,-3,-2,-2,-3,-3,-1,30
3809,-2,-3,-3,-1,-4,-3,-3,30
3810,-1,-3,-2,-1,-3,-2,-2,30
3811,-2,-3,-2,-2,-2,-2,-2,30
3812,-2,-3,-3,-1,-3,-2,-2,30
3813,-2,-3,-2,-2,-2,-2,-2,30
3814,-1,-3,-3,-1,-3,-1,-2,30
3815,-1,-3,-3,-2,-2,-2,-1,30
3816,-1,-3,-3,-1,-2,-2,-2,30
3817,-2,-1,-2,-1,-2,-1,-2,30
3818,-1,-2,-2,-3,-2,-1,-1,30
3819,-3,-2,-1,-1,-2,-1,-2,30
3820,-2,-2,-2,-2,-2,-1,-1,30
3821,-1,-3,-1,-1,-2,-1,-2,30
3822,-1,-2,-2,0,-2,-1,-1,30
3823,-1,-2,-2,-1,-2,-1,-1,30
3824,-1,-1,-2,0,-1,0,-1,30
3825,-1,-2,-2,-2,-2,-1,-1,30
3826,0,-2,-2,-1,-1,0,-1,30
3827,0,-2,-2,-1,-2,-1,-1,30
3828,-1,-1,-2,-2,-1,-1,-1,30
3829,-1,-2,-2,-1,-1,-1,-1,30
3830,0,-2,-2,-2,-1,-1,-1,30
3831,0,-2,-2,-1,-1,-1,-1,30
